Departure Airport Name,Departure Airport Code,Destination Airport Name,Destination Airport Code,Airline,Flight Number,Departure Time
Chiang Rai International Airport,CEI,Bangkok Don Mueang International Airport,DMK,Thai Lion Air,SL539,16:05
Chiang Rai International Airport,CEI,Bangkok Don Mueang International Airport,DMK,Thai Lion Air,SL545,20:45
Chiang Rai International Airport,CEI,Bangkok Don Mueang International Airport,DMK,Thai AirAsia,FD3200,09:50
Chiang Rai International Airport,CEI,Bangkok Don Mueang International Airport,DMK,Thai AirAsia,FD3206,22:55
Chiang Rai International Airport,CEI,Bangkok Don Mueang International Airport,DMK,Thai AirAsia,FD3210,14:25
Chiang Rai International Airport,CEI,Bangkok Suvarnabhumi Airport,BKK,Thai Airways,TG131,11:40
Chiang Rai International Airport,CEI,Bangkok Suvarnabhumi Airport,BKK,Thai Airways,TG133,15:10
Chiang Rai International Airport,CEI,Bangkok Suvarnabhumi Airport,BKK,Thai Airways,TG137,20:15
Chiang Rai International Airport,CEI,Bangkok Suvarnabhumi Airport,BKK,Thai Vietjet Air,VZ131,09:50
Chiang Rai International Airport,CEI,Bangkok Suvarnabhumi Airport,BKK,Thai Vietjet Air,VZ133,16:55
Chiang Rai International Airport,CEI,Bangkok Suvarnabhumi Airport,BKK,Thai Vietjet Air,VZ135,21:25
Chumphon Airport,CJM,Bangkok Don Mueang International Airport,DMK,Thai AirAsia,FD3149,10:00
Hat Yai International Airport,HDY,Phuket International Airport,HKT,Bangkok Airways,PG299,10:15
Bangkok Don Mueang International Airport,DMK,Bangkok Don Mueang International Airport,DMK,Nok Air,DD501,09:50
Bangkok Don Mueang International Airport,DMK,Bangkok Don Mueang International Airport,DMK,Nok Air,DD507,21:10
Bangkok Don Mueang International Airport,DMK,Bangkok Don Mueang International Airport,DMK,Nok Air,DD509,23:40
Bangkok Don Mueang International Airport,DMK,Bangkok Don Mueang International Airport,DMK,Thai Lion Air,SL703,09:55
Bangkok Don Mueang International Airport,DMK,Bangkok Don Mueang International Airport,DMK,Thai Lion Air,SL705,12:15
Bangkok Don Mueang International Airport,DMK,Bangkok Don Mueang International Airport,DMK,Thai Lion Air,SL707,14:05
Bangkok Don Mueang International Airport,DMK,Bangkok Don Mueang International Airport,DMK,Thai Lion Air,SL709,15:05
Bangkok Don Mueang International Airport,DMK,Bangkok Don Mueang International Airport,DMK,Thai Lion Air,SL711,16:10
Bangkok Don Mueang International Airport,DMK,Bangkok Don Mueang International Airport,DMK,Thai Lion Air,SL715,18:35
Bangkok Don Mueang International Airport,DMK,Bangkok Don Mueang International Airport,DMK,Thai Lion Air,SL717,22:00
Bangkok Don Mueang International Airport,DMK,Bangkok Don Mueang International Airport,DMK,Thai Lion Air,SL719,20:50
Bangkok Don Mueang International Airport,DMK,Bangkok Don Mueang International Airport,DMK,Thai Lion Air,SL725,23:50
Bangkok Don Mueang International Airport,DMK,Bangkok Don Mueang International Airport,DMK,Thai AirAsia,FD3113,23:40
Bangkok Don Mueang International Airport,DMK,Bangkok Don Mueang International Airport,DMK,Thai AirAsia,FD3115,19:10
Bangkok Don Mueang International Airport,DMK,Bangkok Don Mueang International Airport,DMK,Thai AirAsia,FD3117,12:15
Bangkok Don Mueang International Airport,DMK,Bangkok Don Mueang International Airport,DMK,Thai AirAsia,FD3119,17:10
Bangkok Suvarnabhumi Airport,BKK,Hat Yai International Airport,HDY,Thai Airways,TG260,10:35
Bangkok Suvarnabhumi Airport,BKK,Hat Yai International Airport,HDY,Thai Airways,TG264,16:15
Bangkok Suvarnabhumi Airport,BKK,Hat Yai International Airport,HDY,Thai Airways,TG268,22:15
Bangkok Suvarnabhumi Airport,BKK,Hat Yai International Airport,HDY,Thai Vietjet Air,VZ321,10:35
Bangkok Suvarnabhumi Airport,BKK,Hat Yai International Airport,HDY,Thai Vietjet Air,VZ325,14:35
Bangkok Suvarnabhumi Airport,BKK,Hat Yai International Airport,HDY,Thai Vietjet Air,VZ329,23:20
Bangkok Suvarnabhumi Airport,BKK,Hat Yai International Airport,HDY,Thai AirAsia,FD4203,10:55
Bangkok Suvarnabhumi Airport,BKK,Hat Yai International Airport,HDY,Thai AirAsia,FD4205,19:50
Udon Thani International Airport,UTH,Hat Yai International Airport,HDY,Thai Lion Air,SL598,15:40
Chiang Mai International Airport,CNX,Hat Yai International Airport,HDY,Thai AirAsia,FD158,13:45
Hua Hin Airport,HHQ,Chiang Mai International Airport,CNX,Thai AirAsia,FD3901,13:25
Khon Kaen Airport,KKC,Chiang Mai International Airport,CNX,Thai AirAsia,FD5501,16:55
Bangkok Don Mueang International Airport,DMK,Khon Kaen Airport,KKC,Thai Lion Air,SL645,13:40
Bangkok Don Mueang International Airport,DMK,Khon Kaen Airport,KKC,Thai Lion Air,SL647,18:40
Bangkok Don Mueang International Airport,DMK,Khon Kaen Airport,KKC,Thai AirAsia,FD3255,12:50
Bangkok Don Mueang International Airport,DMK,Khon Kaen Airport,KKC,Thai AirAsia,FD3259,21:30
Bangkok Don Mueang International Airport,DMK,Khon Kaen Airport,KKC,Thai AirAsia,FD3261,17:15
Bangkok Suvarnabhumi Airport,BKK,Khon Kaen Airport,KKC,Thai Airways,TG41,09:35
Bangkok Suvarnabhumi Airport,BKK,Khon Kaen Airport,KKC,Thai Airways,TG43,13:15
Bangkok Suvarnabhumi Airport,BKK,Khon Kaen Airport,KKC,Thai Airways,TG45,16:50
Bangkok Suvarnabhumi Airport,BKK,Khon Kaen Airport,KKC,Thai Airways,TG47,20:05
Bangkok Suvarnabhumi Airport,BKK,Khon Kaen Airport,KKC,Thai Vietjet Air,VZ211,09:45
Bangkok Suvarnabhumi Airport,BKK,Khon Kaen Airport,KKC,Thai Vietjet Air,VZ215,20:35
Bangkok Suvarnabhumi Airport,BKK,Khon Kaen Airport,KKC,Thai AirAsia,FD4502,14:15
Koh Samui Airport,USM,Chiang Mai International Airport,CNX,Bangkok Airways,PG241,10:40
Bangkok Don Mueang International Airport,DMK,Koh Samui Airport,USM,Bangkok Airways,PG450,08:25
Bangkok Don Mueang International Airport,DMK,Koh Samui Airport,USM,Bangkok Airways,PG452,12:45
Bangkok Don Mueang International Airport,DMK,Koh Samui Airport,USM,Bangkok Airways,PG454,17:25
Bangkok Suvarnabhumi Airport,BKK,Koh Samui Airport,USM,Bangkok Airways,PG102,08:15
Bangkok Suvarnabhumi Airport,BKK,Koh Samui Airport,USM,Bangkok Airways,PG104,09:15
Bangkok Suvarnabhumi Airport,BKK,Koh Samui Airport,USM,Bangkok Airways,PG106,10:00
Bangkok Suvarnabhumi Airport,BKK,Koh Samui Airport,USM,Bangkok Airways,PG122,11:00
Bangkok Suvarnabhumi Airport,BKK,Koh Samui Airport,USM,Bangkok Airways,PG124,11:20
Bangkok Suvarnabhumi Airport,BKK,Koh Samui Airport,USM,Bangkok Airways,PG130,13:00
Bangkok Suvarnabhumi Airport,BKK,Koh Samui Airport,USM,Bangkok Airways,PG136,15:50
Bangkok Suvarnabhumi Airport,BKK,Koh Samui Airport,USM,Bangkok Airways,PG144,15:15
Bangkok Suvarnabhumi Airport,BKK,Koh Samui Airport,USM,Bangkok Airways,PG146,16:45
Bangkok Suvarnabhumi Airport,BKK,Koh Samui Airport,USM,Bangkok Airways,PG150,16:50
Bangkok Suvarnabhumi Airport,BKK,Koh Samui Airport,USM,Bangkok Airways,PG166,18:40
Bangkok Suvarnabhumi Airport,BKK,Koh Samui Airport,USM,Bangkok Airways,PG170,19:40
Bangkok Suvarnabhumi Airport,BKK,Koh Samui Airport,USM,Bangkok Airways,PG172,18:50
Bangkok Suvarnabhumi Airport,BKK,Koh Samui Airport,USM,Bangkok Airways,PG176,20:25
Bangkok Suvarnabhumi Airport,BKK,Koh Samui Airport,USM,Bangkok Airways,PG180,20:25
Bangkok Suvarnabhumi Airport,BKK,Koh Samui Airport,USM,Bangkok Airways,PG182,20:30
Bangkok Suvarnabhumi Airport,BKK,Koh Samui Airport,USM,Bangkok Airways,PG186,20:45
Bangkok Suvarnabhumi Airport,BKK,Koh Samui Airport,USM,Bangkok Airways,PG196,22:20
Rayong Pattaya U-Tapao International Airport,UTP,Koh Samui Airport,USM,Bangkok Airways,PG293,12:25
Phuket International Airport,HKT,Koh Samui Airport,USM,Bangkok Airways,PG251,09:00
Phuket International Airport,HKT,Koh Samui Airport,USM,Bangkok Airways,PG253,12:25
Phuket International Airport,HKT,Koh Samui Airport,USM,Bangkok Airways,PG255,15:30
Phuket International Airport,HKT,Koh Samui Airport,USM,Bangkok Airways,PG257,18:55
Phuket International Airport,HKT,Koh Samui Airport,USM,Bangkok Airways,PG259,16:25
Phuket International Airport,HKT,Koh Samui Airport,USM,Bangkok Airways,PG405,13:40
Krabi Airport,KBV,Koh Samui Airport,USM,Bangkok Airways,PG265,13:20
Chiang Mai International Airport,CNX,Krabi Airport,KBV,Thai AirAsia,FD3071,10:55
Chiang Mai International Airport,CNX,Krabi Airport,KBV,Thai AirAsia,FD3073,15:00
Chiang Mai International Airport,CNX,Krabi Airport,KBV,Thai AirAsia,FD3075,20:45
Bangkok Don Mueang International Airport,DMK,Krabi Airport,KBV,Nok Air,DD543,14:55
Bangkok Don Mueang International Airport,DMK,Krabi Airport,KBV,Thai Lion Air,SL807,13:10
Bangkok Don Mueang International Airport,DMK,Krabi Airport,KBV,Thai Lion Air,SL813,19:50
Bangkok Don Mueang International Airport,DMK,Krabi Airport,KBV,Thai AirAsia,FD3211,13:55
Bangkok Don Mueang International Airport,DMK,Krabi Airport,KBV,Thai AirAsia,FD3228,20:50
Bangkok Suvarnabhumi Airport,BKK,Krabi Airport,KBV,Bangkok Airways,PG262,11:00
Bangkok Suvarnabhumi Airport,BKK,Krabi Airport,KBV,Thai Airways,TG242,10:55
Bangkok Suvarnabhumi Airport,BKK,Krabi Airport,KBV,Thai Airways,TG250,21:45
Bangkok Suvarnabhumi Airport,BKK,Krabi Airport,KBV,Thai Vietjet Air,VZ341,10:25
Bangkok Suvarnabhumi Airport,BKK,Krabi Airport,KBV,Thai Vietjet Air,VZ345,22:05
Bangkok Suvarnabhumi Airport,BKK,Krabi Airport,KBV,Thai AirAsia,FD4401,18:05
Bangkok Suvarnabhumi Airport,BKK,Krabi Airport,KBV,Thai AirAsia,FD4403,11:25
Bangkok Suvarnabhumi Airport,BKK,Krabi Airport,KBV,Thai AirAsia,FD4409,22:10
Koh Samui Airport,USM,Krabi Airport,KBV,Bangkok Airways,PG266,14:50
Lampang Airport,LPT,Mae Hong Son Airport,HGN,Bangkok Airways,PG206,17:55
Bangkok Don Mueang International Airport,DMK,Lampang Airport,LPT,Thai AirAsia,FD3924,14:05
Bangkok Suvarnabhumi Airport,BKK,Lampang Airport,LPT,Bangkok Airways,PG204,11:55
Bangkok Suvarnabhumi Airport,BKK,Lampang Airport,LPT,Bangkok Airways,PG206,20:10
Bangkok Don Mueang International Airport,DMK,Loei Airport,LOE,Thai AirAsia,FD3543,12:55
Bangkok Don Mueang International Airport,DMK,Mae Sot Airport,MAQ,Nok Air,DD197,18:10
Bangkok Don Mueang International Airport,DMK,Nakhon Phanom Airport,KOP,Thai Lion Air,SL671,11:00
Bangkok Don Mueang International Airport,DMK,Nakhon Phanom Airport,KOP,Thai Lion Air,SL675,20:55
Bangkok Don Mueang International Airport,DMK,Nakhon Phanom Airport,KOP,Thai AirAsia,FD3343,20:55
Bangkok Don Mueang International Airport,DMK,Nakhon Phanom Airport,KOP,Thai AirAsia,FD3397,18:00
Bangkok Don Mueang International Airport,DMK,Nakhon Phanom Airport,KOP,Thai AirAsia,FD3399,10:50
Bangkok Don Mueang International Airport,DMK,Nakhon Si Thammarat,NST,Nok Air,DD551,09:05
Bangkok Don Mueang International Airport,DMK,Nakhon Si Thammarat,NST,Nok Air,DD557,22:20
Bangkok Don Mueang International Airport,DMK,Nakhon Si Thammarat,NST,Thai Lion Air,SL783,10:20
Bangkok Don Mueang International Airport,DMK,Nakhon Si Thammarat,NST,Thai Lion Air,SL785,14:50
Bangkok Don Mueang International Airport,DMK,Nakhon Si Thammarat,NST,Thai Lion Air,SL787,17:00
Bangkok Don Mueang International Airport,DMK,Nakhon Si Thammarat,NST,Thai Lion Air,SL789,18:00
Bangkok Don Mueang International Airport,DMK,Nakhon Si Thammarat,NST,Thai Lion Air,SL793,22:00
Bangkok Don Mueang International Airport,DMK,Nakhon Si Thammarat,NST,Thai AirAsia,FD3183,21:25
Bangkok Don Mueang International Airport,DMK,Nakhon Si Thammarat,NST,Thai AirAsia,FD3185,14:50
Bangkok Don Mueang International Airport,DMK,Nakhon Si Thammarat,NST,Thai AirAsia,FD3189,09:50
Bangkok Don Mueang International Airport,DMK,Nan Airport,NNT,Nok Air,DD173,12:05
Bangkok Don Mueang International Airport,DMK,Nan Airport,NNT,Thai AirAsia,FD3559,20:45
Bangkok Don Mueang International Airport,DMK,Narathiwat Airport,NAW,Thai AirAsia,FD3131,14:00
Bangkok Suvarnabhumi Airport,BKK,Narathiwat Airport,NAW,Thai AirAsia,FD4253,14:55
Bangkok Don Mueang International Airport,DMK,Phitsanulok Airport,PHS,Nok Air,DD205,11:00
Bangkok Don Mueang International Airport,DMK,Phitsanulok Airport,PHS,Thai AirAsia,FD3307,17:05
Bangkok Don Mueang International Airport,DMK,Phitsanulok Airport,PHS,Thai AirAsia,FD3309,09:25
Bangkok Don Mueang International Airport,DMK,Phitsanulok Airport,PHS,Thai AirAsia,FD3311,19:40
Hat Yai International Airport,HDY,Phuket International Airport,HKT,Bangkok Airways,PG298,08:30
Koh Samui Airport,USM,Phuket International Airport,HKT,Bangkok Airways,PG250,11:55
Koh Samui Airport,USM,Phuket International Airport,HKT,Bangkok Airways,PG252,10:30
Koh Samui Airport,USM,Phuket International Airport,HKT,Bangkok Airways,PG254,13:55
Koh Samui Airport,USM,Phuket International Airport,HKT,Bangkok Airways,PG256,16:55
Koh Samui Airport,USM,Phuket International Airport,HKT,Bangkok Airways,PG402,18:00
Koh Samui Airport,USM,Phuket International Airport,HKT,Bangkok Airways,PG406,15:15
Rayong Pattaya U-Tapao International Airport,UTP,Phuket International Airport,HKT,Bangkok Airways,PG281,14:40
Bangkok Don Mueang International Airport,DMK,Phuket International Airport,HKT,Nok Air,DD523,13:05
Bangkok Don Mueang International Airport,DMK,Phuket International Airport,HKT,Thai Lion Air,SL753,11:15
Bangkok Don Mueang International Airport,DMK,Phuket International Airport,HKT,Thai Lion Air,SL755,13:30
Bangkok Don Mueang International Airport,DMK,Phuket International Airport,HKT,Thai Lion Air,SL757,15:55
Bangkok Don Mueang International Airport,DMK,Phuket International Airport,HKT,Thai Lion Air,SL759,12:40
Bangkok Don Mueang International Airport,DMK,Phuket International Airport,HKT,Thai Lion Air,SL761,20:05
Bangkok Don Mueang International Airport,DMK,Phuket International Airport,HKT,Thai Lion Air,SL763,21:30
Bangkok Don Mueang International Airport,DMK,Phuket International Airport,HKT,Thai Lion Air,SL767,18:15
Bangkok Don Mueang International Airport,DMK,Phuket International Airport,HKT,Thai AirAsia,FD3002,09:40
Bangkok Don Mueang International Airport,DMK,Phuket International Airport,HKT,Thai AirAsia,FD3026,14:35
Bangkok Don Mueang International Airport,DMK,Phuket International Airport,HKT,Thai AirAsia,FD3028,21:10
Bangkok Don Mueang International Airport,DMK,Phuket International Airport,HKT,Thai AirAsia,FD3032,23:40
Bangkok Don Mueang International Airport,DMK,Phuket International Airport,HKT,Thai AirAsia,FD3092,16:30
Bangkok Suvarnabhumi Airport,BKK,Phuket International Airport,HKT,Bangkok Airways,PG270,09:10
Bangkok Suvarnabhumi Airport,BKK,Phuket International Airport,HKT,Bangkok Airways,PG272,11:55
Bangkok Suvarnabhumi Airport,BKK,Phuket International Airport,HKT,Bangkok Airways,PG274,16:20
Bangkok Suvarnabhumi Airport,BKK,Phuket International Airport,HKT,Bangkok Airways,PG276,14:30
Bangkok Suvarnabhumi Airport,BKK,Phuket International Airport,HKT,Bangkok Airways,PG278,20:45
Bangkok Suvarnabhumi Airport,BKK,Phuket International Airport,HKT,Bangkok Airways,PG280,23:30
Bangkok Suvarnabhumi Airport,BKK,Phuket International Airport,HKT,Thai Airways,TG202,11:10
Bangkok Suvarnabhumi Airport,BKK,Phuket International Airport,HKT,Thai Airways,TG204,11:50
Bangkok Suvarnabhumi Airport,BKK,Phuket International Airport,HKT,Thai Airways,TG206,13:15
Bangkok Suvarnabhumi Airport,BKK,Phuket International Airport,HKT,Thai Airways,TG208,14:35
Bangkok Suvarnabhumi Airport,BKK,Phuket International Airport,HKT,Thai Airways,TG212,17:40
Bangkok Suvarnabhumi Airport,BKK,Phuket International Airport,HKT,Thai Airways,TG216,18:25
Bangkok Suvarnabhumi Airport,BKK,Phuket International Airport,HKT,Thai Airways,TG218,21:15
Bangkok Suvarnabhumi Airport,BKK,Phuket International Airport,HKT,Thai Airways,TG222,22:55
Bangkok Suvarnabhumi Airport,BKK,Phuket International Airport,HKT,Thai Airways,TG226,08:55
Bangkok Suvarnabhumi Airport,BKK,Phuket International Airport,HKT,Thai Vietjet Air,VZ305,14:00
Bangkok Suvarnabhumi Airport,BKK,Phuket International Airport,HKT,Thai Vietjet Air,VZ307,19:05
Bangkok Suvarnabhumi Airport,BKK,Phuket International Airport,HKT,Thai Vietjet Air,VZ309,23:30
Bangkok Suvarnabhumi Airport,BKK,Phuket International Airport,HKT,Thai Vietjet Air,VZ315,10:25
Bangkok Suvarnabhumi Airport,BKK,Phuket International Airport,HKT,Thai Vietjet Air,VZ317,09:00
Bangkok Suvarnabhumi Airport,BKK,Phuket International Airport,HKT,Thai AirAsia,FD4111,16:05
Bangkok Suvarnabhumi Airport,BKK,Phuket International Airport,HKT,Thai AirAsia,FD4113,18:25
Bangkok Suvarnabhumi Airport,BKK,Phuket International Airport,HKT,Thai AirAsia,FD4125,11:50
Bangkok Suvarnabhumi Airport,BKK,Phuket International Airport,HKT,Thai AirAsia,FD4420,23:40
Bangkok Suvarnabhumi Airport,BKK,Phuket International Airport,HKT,Thai AirAsia,FD9161,13:05
Bangkok Suvarnabhumi Airport,BKK,Phuket International Airport,HKT,Thai Vietjet Air,VZ2301,17:10
Bangkok Suvarnabhumi Airport,BKK,Phuket International Airport,HKT,Thai Vietjet Air,VZ2303,15:00
Chiang Mai International Airport,CNX,Phuket International Airport,HKT,Thai Vietjet Air,VZ415,10:15
Chiang Mai International Airport,CNX,Phuket International Airport,HKT,Thai AirAsia,FD3159,15:55
Bangkok Don Mueang International Airport,DMK,Ranong Airport,UNN,Thai AirAsia,FD3141,14:35
Rayong Pattaya U-Tapao International Airport,UTP,Chiang Mai International Airport,CNX,Thai Lion Air,SL582,16:25
Rayong Pattaya U-Tapao International Airport,UTP,Udon Thani International Airport,UTH,Thai Lion Air,SL589,14:50
Koh Samui Airport,USM,Rayong Pattaya U-Tapao International Airport,UTP,Bangkok Airways,PG294,18:25
Phuket International Airport,HKT,Rayong Pattaya U-Tapao International Airport,UTP,Bangkok Airways,PG282,16:50
Bangkok Don Mueang International Airport,DMK,Roi Et Airport,ROI,Thai AirAsia,FD3563,20:50
Bangkok Don Mueang International Airport,DMK,Roi Et Airport,ROI,Thai AirAsia,FD3565,13:25
Bangkok Don Mueang International Airport,DMK,Sakon Nakhon Airport,SNO,Nok Air,DD361,08:50
Bangkok Don Mueang International Airport,DMK,Sakon Nakhon Airport,SNO,Nok Air,DD365,16:25
Bangkok Don Mueang International Airport,DMK,Sakon Nakhon Airport,SNO,Thai AirAsia,FD3511,10:10
Bangkok Suvarnabhumi Airport,BKK,Sukhothai Airport,THS,Bangkok Airways,PG212,10:10
Bangkok Suvarnabhumi Airport,BKK,Sukhothai Airport,THS,Bangkok Airways,PG214,19:10
Bangkok Suvarnabhumi Airport,BKK,Surat Thani Airport,URT,Thai Vietjet Air,VZ351,12:30
Bangkok Suvarnabhumi Airport,BKK,Surat Thani Airport,URT,Thai Vietjet Air,VZ353,20:05
Chiang Mai International Airport,CNX,Surat Thani Airport,URT,Thai AirAsia,FD5421,21:30
Bangkok Don Mueang International Airport,DMK,Surat Thani Airport,URT,Nok Air,DD575,16:15
Bangkok Don Mueang International Airport,DMK,Surat Thani Airport,URT,Thai Lion Air,SL735,10:40
Bangkok Don Mueang International Airport,DMK,Surat Thani Airport,URT,Thai Lion Air,SL737,15:40
Bangkok Don Mueang International Airport,DMK,Surat Thani Airport,URT,Thai Lion Air,SL741,17:50
Bangkok Don Mueang International Airport,DMK,Surat Thani Airport,URT,Thai Lion Air,SL747,20:00
Bangkok Don Mueang International Airport,DMK,Surat Thani Airport,URT,Thai AirAsia,FD3238,12:50
Bangkok Don Mueang International Airport,DMK,Surat Thani Airport,URT,Thai AirAsia,FD3240,14:35
Bangkok Don Mueang International Airport,DMK,Surat Thani Airport,URT,Thai AirAsia,FD3332,19:10
Bangkok Don Mueang International Airport,DMK,Trang Airport,TST,Nok Air,DD593,14:50
Bangkok Don Mueang International Airport,DMK,Trang Airport,TST,Thai Lion Air,SL825,11:45
Bangkok Don Mueang International Airport,DMK,Trang Airport,TST,Thai Lion Air,SL827,18:50
Bangkok Don Mueang International Airport,DMK,Trang Airport,TST,Thai AirAsia,FD3246,20:00
Bangkok Suvarnabhumi Airport,BKK,Trat Airport,TDX,Bangkok Airways,PG306,14:10
Bangkok Suvarnabhumi Airport,BKK,Trat Airport,TDX,Bangkok Airways,PG308,18:50
Bangkok Don Mueang International Airport,DMK,Ubon Ratchathani Airport,UBP,Nok Air,DD325,15:30
Bangkok Don Mueang International Airport,DMK,Ubon Ratchathani Airport,UBP,Thai Lion Air,SL629,17:30
Bangkok Don Mueang International Airport,DMK,Ubon Ratchathani Airport,UBP,Thai AirAsia,FD3371,09:45
Bangkok Don Mueang International Airport,DMK,Ubon Ratchathani Airport,UBP,Thai AirAsia,FD3373,20:40
Bangkok Suvarnabhumi Airport,BKK,Ubon Ratchathani Airport,UBP,Thai Airways,TG21,10:00
Bangkok Suvarnabhumi Airport,BKK,Ubon Ratchathani Airport,UBP,Thai Airways,TG29,18:55
Bangkok Suvarnabhumi Airport,BKK,Ubon Ratchathani Airport,UBP,Thai Vietjet Air,VZ221,14:10
Bangkok Suvarnabhumi Airport,BKK,Ubon Ratchathani Airport,UBP,Thai Vietjet Air,VZ225,17:45
Chiang Mai International Airport,CNX,Udon Thani International Airport,UTH,Nok Air,DD703,18:45
Bangkok Don Mueang International Airport,DMK,Udon Thani International Airport,UTH,Nok Air,DD301,08:40
Bangkok Don Mueang International Airport,DMK,Udon Thani International Airport,UTH,Thai Lion Air,SL605,14:10
Bangkok Don Mueang International Airport,DMK,Udon Thani International Airport,UTH,Thai AirAsia,FD3351,21:50
Bangkok Don Mueang International Airport,DMK,Udon Thani International Airport,UTH,Thai AirAsia,FD3355,10:40
Bangkok Don Mueang International Airport,DMK,Udon Thani International Airport,UTH,Thai AirAsia,FD3359,15:15
Bangkok Suvarnabhumi Airport,BKK,Udon Thani International Airport,UTH,Thai Airways,TG5,09:50
Bangkok Suvarnabhumi Airport,BKK,Udon Thani International Airport,UTH,Thai Airways,TG9,22:30
Bangkok Suvarnabhumi Airport,BKK,Udon Thani International Airport,UTH,Thai Vietjet Air,VZ201,11:25
Bangkok Suvarnabhumi Airport,BKK,Udon Thani International Airport,UTH,Thai Vietjet Air,VZ203,18:20
Bangkok Suvarnabhumi Airport,BKK,Udon Thani International Airport,UTH,Thai Vietjet Air,VZ205,16:05
Hat Yai International Airport,HDY,Udon Thani International Airport,UTH,Thai Lion Air,SL599,17:45
